03/03/2016 19:43:15.381324 ./server:     Creating C150DgmSocket
03/03/2016 19:44:09.956181 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:10.039820 ./server:     C150DgmSocket::read: successful read with len=511 |.8...romeo.txt......................................................................................|
03/03/2016 19:44:10.039847 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.8...romeo.txt......................................................................................|
03/03/2016 19:44:10.039869 ./server:     Server received TRANSFER packet 312 for file romeo.txt

03/03/2016 19:44:10.042277 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:10.042342 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:10.956851 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:10.956916 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:10.956974 ./server:     Server received TRANSFER packet 5 for file independence.txt

03/03/2016 19:44:10.960108 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:10.960244 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:11.041762 ./server:     C150DgmSocket::read: successful read with len=511 |.9...romeo.txt......................................................................................|
03/03/2016 19:44:11.041855 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.9...romeo.txt......................................................................................|
03/03/2016 19:44:11.041909 ./server:     Server received TRANSFER packet 313 for file romeo.txt

03/03/2016 19:44:11.047717 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:11.047849 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:11.960973 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:11.961034 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:11.961106 ./server:     Server received TRANSFER packet 6 for file independence.txt

03/03/2016 19:44:11.964264 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:11.964374 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:12.047864 ./server:     C150DgmSocket::read: successful read with len=511 |.:...romeo.txt......................................................................................|
03/03/2016 19:44:12.047930 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.:...romeo.txt......................................................................................|
03/03/2016 19:44:12.047984 ./server:     Server received TRANSFER packet 314 for file romeo.txt

03/03/2016 19:44:12.053059 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:12.053200 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:12.964907 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:12.964968 ./server:     C150NastyDgmSocket::read: dropping packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:13.056401 ./server:     C150DgmSocket::read: successful read with len=511 |.;...romeo.txt......................................................................................|
03/03/2016 19:44:13.056461 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.;...romeo.txt......................................................................................|
03/03/2016 19:44:13.056518 ./server:     Server received TRANSFER packet 315 for file romeo.txt

03/03/2016 19:44:13.061499 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......B{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:13.061616 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......B{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:13.964788 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:13.964888 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:13.964943 ./server:     Server received TRANSFER packet 8 for file independence.txt

03/03/2016 19:44:13.969147 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:13.969256 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:14.061841 ./server:     C150DgmSocket::read: successful read with len=511 |.<...romeo.txt......................................................................................|
03/03/2016 19:44:14.061905 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.<...romeo.txt......................................................................................|
03/03/2016 19:44:14.061958 ./server:     Server received TRANSFER packet 316 for file romeo.txt

03/03/2016 19:44:14.067717 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:14.067833 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:14.969840 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:14.969921 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:14.969982 ./server:     Server received TRANSFER packet 9 for file independence.txt

03/03/2016 19:44:14.973292 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:14.973448 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:15.067861 ./server:     C150DgmSocket::read: successful read with len=511 |.=...romeo.txt......................................................................................|
03/03/2016 19:44:15.067923 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.=...romeo.txt......................................................................................|
03/03/2016 19:44:15.067973 ./server:     Server received TRANSFER packet 317 for file romeo.txt

03/03/2016 19:44:15.072936 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:15.073048 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:15.973907 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:15.973966 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:15.974023 ./server:     Server received TRANSFER packet 10 for file independence.txt

03/03/2016 19:44:15.977528 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:15.977639 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:16.072855 ./server:     C150DgmSocket::read: successful read with len=511 |.>...romeo.txt......................................................................................|
03/03/2016 19:44:16.072916 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.>...romeo.txt......................................................................................|
03/03/2016 19:44:16.072966 ./server:     Server received TRANSFER packet 318 for file romeo.txt

03/03/2016 19:44:16.079402 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:16.079511 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:16.977911 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:16.977976 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:16.978035 ./server:     Server received TRANSFER packet 11 for file independence.txt

03/03/2016 19:44:16.982072 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:16.982182 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:17.079837 ./server:     C150DgmSocket::read: successful read with len=511 |.?...romeo.txt......................................................................................|
03/03/2016 19:44:17.079899 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.?...romeo.txt......................................................................................|
03/03/2016 19:44:17.079950 ./server:     Server received TRANSFER packet 319 for file romeo.txt

03/03/2016 19:44:17.085865 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:17.085976 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:17.983005 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:17.983066 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:17.983122 ./server:     Server received TRANSFER packet 12 for file independence.txt

03/03/2016 19:44:17.987252 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:17.987384 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:18.085749 ./server:     C150DgmSocket::read: successful read with len=511 |.@...romeo.txt......................................................................................|
03/03/2016 19:44:18.085837 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.@...romeo.txt......................................................................................|
03/03/2016 19:44:18.085892 ./server:     Server received TRANSFER packet 320 for file romeo.txt

03/03/2016 19:44:18.091125 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:18.091263 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:18.987855 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:18.987920 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:18.987978 ./server:     Server received TRANSFER packet 13 for file independence.txt

03/03/2016 19:44:18.991241 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:18.991365 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:19.091893 ./server:     C150DgmSocket::read: successful read with len=511 |.A...romeo.txt......................................................................................|
03/03/2016 19:44:19.091960 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.A...romeo.txt......................................................................................|
03/03/2016 19:44:19.092012 ./server:     Server received TRANSFER packet 321 for file romeo.txt

03/03/2016 19:44:19.097268 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:19.097378 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:19.991973 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:19.992030 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:19.992078 ./server:     Server received TRANSFER packet 14 for file independence.txt

03/03/2016 19:44:19.996101 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:19.996203 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:20.097937 ./server:     C150DgmSocket::read: successful read with len=511 |.B...romeo.txt......................................................................................|
03/03/2016 19:44:20.097993 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.B...romeo.txt......................................................................................|
03/03/2016 19:44:20.098041 ./server:     Server received TRANSFER packet 322 for file romeo.txt

03/03/2016 19:44:20.103606 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:20.103691 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:20.996894 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:20.996955 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:20.997016 ./server:     Server received TRANSFER packet 15 for file independence.txt

03/03/2016 19:44:21.000332 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:21.000439 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:21.103835 ./server:     C150DgmSocket::read: successful read with len=511 |.C...romeo.txt......................................................................................|
03/03/2016 19:44:21.103898 ./server:     C150NastyDgmSocket::read: dropping packet of length 511 |.C...romeo.txt......................................................................................|
03/03/2016 19:44:22.001031 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:22.001109 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:22.001164 ./server:     Server received TRANSFER packet 16 for file independence.txt

03/03/2016 19:44:22.004555 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:22.004712 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:22.103868 ./server:     C150DgmSocket::read: successful read with len=511 |.D...romeo.txt......................................................................................|
03/03/2016 19:44:22.103931 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.D...romeo.txt......................................................................................|
03/03/2016 19:44:22.103982 ./server:     Server received TRANSFER packet 324 for file romeo.txt

03/03/2016 19:44:22.109319 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:22.109439 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:23.004885 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:23.004947 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:23.005007 ./server:     Server received TRANSFER packet 17 for file independence.txt

03/03/2016 19:44:23.009519 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:23.009645 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:23.109868 ./server:     C150DgmSocket::read: successful read with len=511 |.E...romeo.txt......................................................................................|
03/03/2016 19:44:23.109929 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.E...romeo.txt......................................................................................|
03/03/2016 19:44:23.109981 ./server:     Server received TRANSFER packet 325 for file romeo.txt

03/03/2016 19:44:23.116305 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:23.116422 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:24.009725 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:24.009774 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:24.009851 ./server:     Server received TRANSFER packet 18 for file independence.txt

03/03/2016 19:44:24.012855 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:24.012955 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:24.116790 ./server:     C150DgmSocket::read: successful read with len=511 |.F...romeo.txt......................................................................................|
03/03/2016 19:44:24.116864 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.F...romeo.txt......................................................................................|
03/03/2016 19:44:24.116904 ./server:     Server received TRANSFER packet 326 for file romeo.txt

03/03/2016 19:44:24.121424 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:24.121510 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:25.012717 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:25.012742 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:25.012764 ./server:     Server received TRANSFER packet 19 for file independence.txt

03/03/2016 19:44:25.014637 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:25.014700 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:25.121688 ./server:     C150DgmSocket::read: successful read with len=511 |.G...romeo.txt......................................................................................|
03/03/2016 19:44:25.121714 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.G...romeo.txt......................................................................................|
03/03/2016 19:44:25.121737 ./server:     Server received TRANSFER packet 327 for file romeo.txt

03/03/2016 19:44:25.124510 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:25.124561 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:26.014764 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:26.014812 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:26.014836 ./server:     Server received TRANSFER packet 20 for file independence.txt

03/03/2016 19:44:26.017215 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:26.017265 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:26.124771 ./server:     C150DgmSocket::read: successful read with len=511 |.H...romeo.txt......................................................................................|
03/03/2016 19:44:26.124828 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.H...romeo.txt......................................................................................|
03/03/2016 19:44:26.124850 ./server:     Server received TRANSFER packet 328 for file romeo.txt

03/03/2016 19:44:26.128028 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:26.128080 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:27.017712 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:27.017738 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:27.017760 ./server:     Server received TRANSFER packet 21 for file independence.txt

03/03/2016 19:44:27.020003 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:27.020053 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:27.127786 ./server:     C150DgmSocket::read: successful read with len=511 |.I...romeo.txt......................................................................................|
03/03/2016 19:44:27.127832 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.I...romeo.txt......................................................................................|
03/03/2016 19:44:27.127854 ./server:     Server received TRANSFER packet 329 for file romeo.txt

03/03/2016 19:44:27.130689 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:27.130741 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:28.019853 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:28.019880 ./server:     C150NastyDgmSocket::read: dropping packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:28.130708 ./server:     C150DgmSocket::read: successful read with len=511 |.J...romeo.txt......................................................................................|
03/03/2016 19:44:28.130734 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.J...romeo.txt......................................................................................|
03/03/2016 19:44:28.130756 ./server:     Server received TRANSFER packet 330 for file romeo.txt

03/03/2016 19:44:28.133449 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......B{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:28.133515 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......B{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:29.019866 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:29.019892 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:29.019943 ./server:     Server received TRANSFER packet 23 for file independence.txt

03/03/2016 19:44:29.022659 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:29.022745 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:29.133721 ./server:     C150DgmSocket::read: successful read with len=511 |.K...romeo.txt......................................................................................|
03/03/2016 19:44:29.133747 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.K...romeo.txt......................................................................................|
03/03/2016 19:44:29.133769 ./server:     Server received TRANSFER packet 331 for file romeo.txt

03/03/2016 19:44:29.137368 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:29.137429 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:30.022477 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:30.022501 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:30.022523 ./server:     Server received TRANSFER packet 24 for file independence.txt

03/03/2016 19:44:30.024344 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:30.024390 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:30.137703 ./server:     C150DgmSocket::read: successful read with len=511 |.L...romeo.txt......................................................................................|
03/03/2016 19:44:30.137728 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.L...romeo.txt......................................................................................|
03/03/2016 19:44:30.137750 ./server:     Server received TRANSFER packet 332 for file romeo.txt

03/03/2016 19:44:30.140615 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:30.140674 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:31.024806 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:31.024851 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:31.024874 ./server:     Server received TRANSFER packet 25 for file independence.txt

03/03/2016 19:44:31.026794 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:31.026843 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:31.140680 ./server:     C150DgmSocket::read: successful read with len=511 |.M...romeo.txt......................................................................................|
03/03/2016 19:44:31.140706 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.M...romeo.txt......................................................................................|
03/03/2016 19:44:31.140728 ./server:     Server received TRANSFER packet 333 for file romeo.txt

03/03/2016 19:44:31.143560 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:31.143611 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:32.027038 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
03/03/2016 19:44:32.027166 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.....independence.txt...............................................................................|
03/03/2016 19:44:32.027257 ./server:     Server received TRANSFER packet 26 for file independence.txt

03/03/2016 19:44:32.031781 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:32.031916 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.independence.txt.{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:32.144013 ./server:     C150DgmSocket::read: successful read with len=511 |.N...romeo.txt......................................................................................|
03/03/2016 19:44:32.144122 ./server:     C150NastyDgmSocket::read: delivering packet of length 511 |.N...romeo.txt......................................................................................|
03/03/2016 19:44:32.144216 ./server:     Server received TRANSFER packet 334 for file romeo.txt

03/03/2016 19:44:32.150754 ./server:     C150DgmSocket::write: attempting to send packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:32.150891 ./server:     C150DgmSocket::write: Success writing packet with len=257 |.romeo.txt.......?{.............(...0...................w...n...X.@.....0........................?{.|
03/03/2016 19:44:33.031974 ./server:     C150DgmSocket::read: successful read with len=511 |.....independence.txt...............................................................................|
